GenAge ID,symbol,aliases,name,entrez gene id,uniprot,why,band,location start,location end,orientation,acc promoter,acc orf,acc cds,references,orthologs
214,HOXC4,HOX3 HOX3E,homeobox C4,3221,HXC4_HUMAN,putative,12q13.3,54053877,54056030,1,,NM_153633,NP_705897,"257,485,211,279,128,000,000,000,000,000","Hoxc4;Mus musculus,Hoxc4;Rattus norvegicus,hoxc4a;Danio rerio,Dfd;Drosophila melanogaster,lin-39;Caenorhabditis elegans"
215,JAK2,JTK10,Janus kinase 2,3717,JAK2_HUMAN,downstream,9p24,4985245,5128183,1,,NM_004972,NP_004963,"86,121,017,901,766,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Jak2;Mus musculus,Jak2;Rattus norvegicus,jak2b;Danio rerio,hop;Drosophila melanogaster"
216,ESR1,NR3A1 Era ESR,estrogen receptor 1,2099,ESR1_HUMAN,upstream,6q25.1,151807678,152103273,1,HS_ESR1,NM_000125,NP_000116,"1,535,819,714,580,860,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Esr1;Mus musculus,Esr1;Rattus norvegicus,esr1;Danio rerio"
217,LEP,OBS OB,leptin,3952,LEP_HUMAN,putative,7q31.3,128241278,128257629,1,,NM_000230,NP_000221,"11818964,15289464,15247061,14764310,14747284,14724075,14651995,12023258,12031989,11572787,11149898,10843181,10868965,9790175,9392492,7984236,7624776,12431986,10660043,12594516,8584938,14613274,11457594,15919793,9511737,12530968,8974400,9202122,16611697,16960019,18443001,16845389,11970899,23732375,16625210,11533494,15044360,11445560,25888600","Lep;Mus musculus,Lep;Rattus norvegicus"
218,LEPR,OBR CD295,leptin receptor,3953,LEPR_HUMAN,putative,1p31,65420652,65637493,1,,NM_002303,NP_002294,"884,117,810,660,043,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Lepr;Rattus norvegicus,Lepr;Mus musculus,lepr;Danio rerio"
219,NFKBIA,IKBA MAD-3 IkappaBalpha NFKBI,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha",4792,IKBA_HUMAN,"mammal,putative",14q13,35401510,35404754,-1,HS_NFKBIA,NM_020529,NP_065390,"10,754,263,124,243,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Nfkbia;Mus musculus,Nfkbia;Rattus norvegicus,cact;Drosophila melanogaster,nfkbiab;Danio rerio,nfkbiaa;Danio rerio"
220,CLU,SGP-2 SP-40 TRPM-2 KUB1 CLU1 CLU2 CLI APOJ,clusterin,1191,CLUS_HUMAN,"model,putative",8p21-p12,27596917,27615031,-1,,NM_203339,NP_976084,"15,126,113,124,708,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Clu;Mus musculus,Clu;Rattus norvegicus,clu;Danio rerio"
221,MTOR,RAFT1 RAPT1 FLJ44809 FRAP FRAP2 FRAP1,mechanistic target of rapamycin (serine/threonine kinase),2475,FRAP_HUMAN,"mammal,model,cell",1p36.2,11106531,11262551,-1,,NM_004958,NP_004949,"15186745,15780592,14668850,15253933,12559758,15860463,15545625,8008069,15797377,12080086,23317514,16293764,16675393,16890541,12908874,16505167,16847060,17403371,18443001,17502379,15928081,19934433,19733540,20526321,23549082,23994476,23325216,21157483,20080789,21179166,25059582,24481314,22461615,26017155,26147250,27618784","tor2;Schizosaccharomyces pombe,Tor;Drosophila melanogaster,Mtor;Mus musculus,Mtor;Rattus norvegicus,mtor;Danio rerio,TOR1;Saccharomyces cerevisiae"
222,GHRHR,,growth hormone releasing hormone receptor,2692,GHRHR_HUMAN,"upstream,putative",7p14,30964021,30979531,1,,NM_000823,NP_000814,"11,371,619,125,299,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Ghrhr;Mus musculus,Ghrhr;Rattus norvegicus,ghrhrl;Danio rerio"
223,CTNNB1,beta-catenin armadillo CTNNB,"catenin (cadherin-associated protein), beta 1, 88kDa",1499,CTNB1_HUMAN,downstream,3p21,41199451,41240448,1,,NM_001904,NP_001895,"1,271,972,012,594,820,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Ctnnb1;Mus musculus,ctnnb1;Danio rerio,arm;Drosophila melanogaster,Ctnnb1;Rattus norvegicus"
224,PSEN1,FAD S182 PS1 AD3,presenilin 1,5663,PSN1_HUMAN,putative,14q24.3,73136435,73223691,1,,NM_000021,NP_000012,"916,075,495,391,331,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Psen1;Mus musculus,Psen1;Rattus norvegicus,psen1;Danio rerio,Psn;Drosophila melanogaster,hop-1;Caenorhabditis elegans,spe-4;Caenorhabditis elegans,sel-12;Caenorhabditis elegans"
225,DLL3,SCDO1,delta-like 3 (Drosophila),10683,DLL3_HUMAN,putative,19q13,39498917,39508481,1,,NM_016941,NP_058637,"91,607,541,020,664,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Dll3;Mus musculus,Dll3;Rattus norvegicus"
226,CDKN2A,CDK4I p16 INK4a MTS1 CMM2 ARF p19 p14 INK4 p16INK4a p19Arf p14ARF CDKN2 MLM,cyclin-dependent kinase inhibitor 2A,1029,CD2A2_HUMAN,"mammal,cell",9p21,21967752,21975133,-1,,NM_000077,NP_000068,"14574365,9624006,15520862,11544530,11544531,12015983,12486224,8153634,15582292,15520276,14722607,7987387,9529248,15361884,16054100,16107615,12882406,15964994,16476774,17227869,18516091,17637672,17664422,16957737,19907431,22048312,16957738,19934433,19013273,19239418,17459456,18957199,10594030,22888763,23332765,17713536,20173736,17463246,19118192,16957735,16537449,20551323,23124852,17225865,24522534,25481981,25990896,26840489,26950362",cdkn2a/b;Danio rerio
227,PPP1CA,PP1A PP-1A PP1alpha PPP1A,"protein phosphatase 1, catalytic subunit, alpha isozyme",5499,PP1A_HUMAN,"cell,putative",11q13,67398181,67401905,-1,HS_PPP1CA,NM_002708,NP_002699,"1,219,854,612,024,020,000,000,000,000,000,000,000,000","Ppp1ca;Mus musculus,Ppp1ca;Rattus norvegicus,Pp1alpha-96A;Drosophila melanogaster,Pp1-13C;Drosophila melanogaster,Pp1-87B;Drosophila melanogaster,GLC7;Saccharomyces cerevisiae,gsp-2;Caenorhabditis elegans"
228,DBN1,D0S117E,drebrin 1,1627,DREB_HUMAN,putative,5q35.3,177456613,177473693,-1,,NM_004395,NP_004386,"1,037,475,488,385,780,000,000,000,000,000","app1;Schizosaccharomyces pombe,Dbn1;Mus musculus,Dbn1;Rattus norvegicus,dbn1;Danio rerio"
229,NOG,SYNS1 SYM1,noggin,9241,NOGG_HUMAN,putative,17q22,56593699,56595590,1,,NM_005450,NP_005441,"1,297,547,714,642,450,000,000,000,000,000,000,000,000,000,000,000,000,000","Nog;Mus musculus,Nog;Rattus norvegicus,nog3;Danio rerio,nog1;Danio rerio"
230,ELN,WBS WS SVAS,elastin,2006,ELN_HUMAN,human_link,7q11.23,74027789,74069906,1,,NM_000501,NP_000492,"16,212,450,981,936,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Eln;Mus musculus,Eln;Rattus norvegicus"
231,ATR,FRP1 SCKL SCKL1 MEC1,ATR serine/threonine kinase,545,ATR_HUMAN,mammal,3q23,142449235,142578826,-1,,NM_001184,NP_001175,"1,291,995,819,620,970,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","rad3;Schizosaccharomyces pombe,mei-41;Drosophila melanogaster,Atr;Mus musculus,atr;Danio rerio,Atr;Rattus norvegicus,MEC1;Saccharomyces cerevisiae"
232,UCP3,SLC25A9,"uncoupling protein 3 (mitochondrial, proton carrier)",7352,UCP3_HUMAN,functional,11q13.4,74000281,74009237,-1,,NM_003356,NP_003347,"15,153,176,104,810,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Ucp3;Mus musculus,Ucp3;Rattus norvegicus,ucp3;Danio rerio,DIC1;Saccharomyces cerevisiae"
233,ZMPSTE24,FACE-1 Ste24p STE24 HGPS PRO1,zinc metallopeptidase STE24,10269,FACE1_HUMAN,"upstream,putative",1p34,40258050,40294184,1,,NM_005857,NP_005848,"15,479,179,159,808,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","SPAC3H1.05;Schizosaccharomyces pombe,ste24b;Drosophila melanogaster,ste24a;Drosophila melanogaster,CG7573;Drosophila melanogaster,fce-1;Caenorhabditis elegans,Zmpste24;Mus musculus,Zmpste24;Rattus norvegicus,zmpste24;Danio rerio,STE24;Saccharomyces cerevisiae,ste24c;Drosophila melanogaster"
234,TP63,p51 SHFM4 EEC3 p63 p73L OFC8 KET p73H NBP p53CP TP73L TP53L TP53CP,tumor protein p63,8626,P63_HUMAN,mammal,3q28,189631427,189897279,1,,NM_003722,NP_003713,"10,227,293,105,357,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Trp63;Mus musculus,Tp63;Rattus norvegicus,tp63;Danio rerio"
235,UCP2,SLC25A8 BMIQ4,"uncoupling protein 2 (mitochondrial, proton carrier)",7351,UCP2_HUMAN,model,11q13,73974671,73982844,-1,HS_UCP2,NM_003355,NP_003346,###############################################################################################################################################################################################################################################################,"Ucp2;Mus musculus,Ucp2;Rattus norvegicus,ucp2;Danio rerio,DIC1;Saccharomyces cerevisiae"
236,POLB,,"polymerase (DNA directed), beta",5423,DPOLB_HUMAN,functional,8p11.2,42338455,42371813,1,,NM_002690,NP_002681,"123,927,521,475,572,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Polb;Mus musculus,Polb;Rattus norvegicus,polb;Danio rerio"
237,GCLC,GCS GLCLC GLCL,"glutamate-cysteine ligase, catalytic subunit",2729,GSH1_HUMAN,functional,6p12,53497341,53545129,-1,,NM_001498,NP_001489,"8,655,605,156,647,370,000,000,000,000,000,000,000,000,000,000,000,000,000","gcs1;Schizosaccharomyces pombe,Gclc;Mus musculus,Gclc;Rattus norvegicus,Gclc;Drosophila melanogaster,gcs-1;Caenorhabditis elegans,gclc;Danio rerio,GSH1;Saccharomyces cerevisiae"
238,GCLM,GLCLR,"glutamate-cysteine ligase, modifier subunit",2730,GSH0_HUMAN,model,1p22.1,93885200,93909598,-1,,NM_002061,NP_002052,"86,556,051,566,473,700,000,000,000,000,000,000,000,000,000,000","SPCC737.06c;Schizosaccharomyces pombe,Gclm;Mus musculus,Gclm;Rattus norvegicus,E01A2.1;Caenorhabditis elegans,Gclm;Drosophila melanogaster,gclm;Danio rerio"
239,SIRT6,,sirtuin 6,51548,SIRT6_HUMAN,mammal,19p13.3,4174109,4182599,-1,,NM_016539,NP_057623,"1,643,920,615,795,220,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","SIRT6;Danio rerio,Sirt6;Drosophila melanogaster,Sirt6;Mus musculus,sir-2.4;Caenorhabditis elegans,Sirt6;Rattus norvegicus"
240,BUB3,BUB3L,BUB3 mitotic checkpoint protein,9184,BUB3_HUMAN,mammal,10q26,123154244,123165370,1,HS_BUB3,NM_004725,NP_004716,"1,647,677,410,995,380,000,000,000,000,000","bub3;Schizosaccharomyces pombe,Bub3;Mus musculus,Bub3;Drosophila melanogaster,bub-3;Caenorhabditis elegans,Bub3;Rattus norvegicus,bub3;Danio rerio,GLE2;Saccharomyces cerevisiae"
241,RAE1,Mnrp41,ribonucleic acid export 1,8480,RAE1L_HUMAN,mammal,20q13.31,57351089,57378463,1,HS_RAE1,NM_003610,NP_003601,"1,647,677,412,551,950","rae1;Schizosaccharomyces pombe,Rae1;Drosophila melanogaster,Rae1;Mus musculus,rae-1;Caenorhabditis elegans,Rae1;Rattus norvegicus,rae1;Danio rerio,GLE2;Saccharomyces cerevisiae"
242,PMCH,MCH,pro-melanin-concentrating hormone,5367,MCH_HUMAN,functional,12q23.2,102196459,102197845,-1,,NM_002674,NP_002665,"111,601,628,637,571,000,000,000,000,000,000,000,000,000,000","Pmch;Rattus norvegicus,Pmch;Mus musculus"
243,MLH1,HNPCC FCC2 HNPCC2 COCA2,mutL homolog 1,4292,MLH1_HUMAN,"functional,putative",3p21.3,36993350,37050846,1,,NM_000249,NP_000240,"10,096,563,867,313,300,000,000,000,000,000,000,000","mlh1;Schizosaccharomyces pombe,Mlh1;Mus musculus,Mlh1;Drosophila melanogaster,Mlh1;Rattus norvegicus,mlh-1;Caenorhabditis elegans,mlh1;Danio rerio,MLH1;Saccharomyces cerevisiae"
244,CSNK1E,HCKIE CKIE CKIepsilon,"casein kinase 1, epsilon",1454,KC1E_HUMAN,putative,22q13.1,38290691,38318084,-1,,NM_001894,NP_001885,"10,775,102,341,348,700,000,000,000,000,000,000,000,000,000,000,000,000","Csnk1e;Mus musculus,dco;Drosophila melanogaster,Csnk1e;Rattus norvegicus,kin-20;Caenorhabditis elegans,HRR25;Saccharomyces cerevisiae,csnk1e;Danio rerio"
245,STUB1,UBOX1 CHIP SDCCAG7 HSPABP2 NY-CO-7,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",10273,STUB1_HUMAN,mammal,16p13.3,680111,682768,1,HS_STUB1,NM_005861,NP_005852,18411298,"CHIP;Drosophila melanogaster,Stub1;Mus musculus,chn-1;Caenorhabditis elegans,Stub1;Rattus norvegicus,stub1;Danio rerio"
246,PPM1D,Wip1 PP2C-DELTA,"protein phosphatase, Mg2+/Mn2+ dependent, 1D",8493,PPM1D_HUMAN,"downstream,putative",17q23.2,60600183,60666279,1,,NM_003620,NP_003611,"16,652,371,233,964,400,000,000,000,000,000","Pp2C1;Drosophila melanogaster,Ppm1d;Mus musculus,Y54F10BM.1;Caenorhabditis elegans,Ppm1d;Rattus norvegicus,ppm1da;Danio rerio,ppm1db;Danio rerio,PTC1;Saccharomyces cerevisiae"
247,CHEK2,CDS1 CHK2 HuCds1 PP1425 bA444G7 RAD53,checkpoint kinase 2,11200,CHK2_HUMAN,functional,22q12.1,28687743,28741834,-1,,NM_001005735,NP_001005735,"16,652,371,166,759,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","cds1;Schizosaccharomyces pombe,lok;Drosophila melanogaster,Chek2;Mus musculus,Chek2;Rattus norvegicus,chk-2;Caenorhabditis elegans,T08D2.7;Caenorhabditis elegans,chek2;Danio rerio,RAD53;Saccharomyces cerevisiae"
248,PCK1,PEPCK-C,phosphoenolpyruvate carboxykinase 1 (soluble),5105,PCKGC_HUMAN,putative,20q13.31,57561081,57566457,1,,NM_002591,NP_002582,"1,179,285,017,716,960","Pck1;Mus musculus,CG10924;Drosophila melanogaster,Pepck;Drosophila melanogaster,pck-2;Caenorhabditis elegans,pck-1;Caenorhabditis elegans,pck-3;Caenorhabditis elegans,Pck1;Rattus norvegicus,pck1;Danio rerio"
249,ARHGAP1,RhoGAP p50rhoGAP CDC42GAP Cdc42GAP,Rho GTPase activating protein 1,392,RHG01_HUMAN,mammal,11p11.2,46677075,46700665,-1,,NM_004308,NP_004299,17227869,"RhoGAP68F;Drosophila melanogaster,rga-1;Caenorhabditis elegans,Arhgap1;Mus musculus,Arhgap1;Rattus norvegicus,arhgap1;Danio rerio"
250,CDC42,G25K CDC42Hs,cell division cycle 42,998,CDC42_HUMAN,"cell,downstream",1p36.1,22052627,22092943,1,,NM_001791,NP_001782,"17,227,869,165,108,700,000,000,000,000,000","cdc42;Schizosaccharomyces pombe,Cdc42;Mus musculus,Cdc42;Drosophila melanogaster,Cdc42;Rattus norvegicus,cdc42;Danio rerio,CDC42;Saccharomyces cerevisiae"
251,ARNTL,MOP3 JAP3 BMAL1 PASD3 bHLHe5,aryl hydrocarbon receptor nuclear translocator-like,406,BMAL1_HUMAN,mammal,11p15,13277727,13387265,1,,NM_001178,NP_001169,"1,678,796,016,847,340,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Arntl;Mus musculus,Arntl;Rattus norvegicus,cyc;Drosophila melanogaster,arntl1a;Danio rerio,arntl1b;Danio rerio"
252,CLOCK,KIAA0334 KAT13D bHLHe8,clock circadian regulator,9575,CLOCK_HUMAN,"functional,downstream",4q12,55427901,55546909,-1,,NM_004898,NP_004889,"16,787,960,168,473,400,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Clock;Mus musculus,clocka;Danio rerio,Clk;Drosophila melanogaster,Clock;Rattus norvegicus,clockb;Danio rerio"
253,HIC1,ZBTB29 ZNF901,hypermethylated in cancer 1,3090,HIC1_HUMAN,upstream,17p13.3,2055099,2059687,1,,NM_006497,NP_006488,"1,626,933,512,539,040","Hic1;Rattus norvegicus,Hic1;Mus musculus,hic1;Danio rerio,LOC100912068;Rattus norvegicus"
254,PAPPA,PAPP-A PAPPA1 IGFBP-4ase PAPA ASBABP2 DIPLA1,"pregnancy-associated plasma protein A, pappalysin 1",5069,PAPP1_HUMAN,"functional,putative",9q33.2,116153792,116402321,1,,NM_002581,NP_002572,"17,681,037,185,661,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","pappaa;Danio rerio,Pappa;Mus musculus,Pappa;Rattus norvegicus,pappab;Danio rerio"
255,ADCY5,AC5,adenylate cyclase 5,111,ADCY5_HUMAN,mammal,3q21.1,123282296,123448545,-1,,NM_183357,NP_899200,"176,629,402,302,024,000,000,000,000,000,000,000,000,000,000,000","CG43373;Drosophila melanogaster,Adcy5;Rattus norvegicus,Adcy5;Mus musculus,adcy5;Danio rerio"
256,PPARGC1A,PGC1 PGC1A PPARGC1,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha",10891,PRGC1_HUMAN,"mammal,upstream,downstream",4p15.1,23792021,23890077,-1,,NM_013261,NP_037393,"1,461,450,811,557,980,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Ppargc1a;Mus musculus,srl;Drosophila melanogaster,Ppargc1a;Rattus norvegicus,ppargc1a;Danio rerio"
257,GPX4,PHGPx MCSP,glutathione peroxidase 4,2879,GPX4_HUMAN,putative,19p13.3,1103926,1106789,1,HS_GPX4,NM_002085,NP_002076,"154,964,071,789,543,000,000,000","gpx1;Schizosaccharomyces pombe,gpx4b;Danio rerio,Gpx4;Rattus norvegicus,gpx4a;Danio rerio,Gpx4;Mus musculus,GPX1;Saccharomyces cerevisiae,HYR1;Saccharomyces cerevisiae"
258,UCP1,SLC25A7 UCP,"uncoupling protein 1 (mitochondrial, proton carrier)",7350,UCP1_HUMAN,putative,4q28-q31,140559896,140568805,-1,,NM_021833,NP_068605,"1,048,105,611,780,120,000,000,000,000,000,000,000,000,000,000,000,000,000","Ucp1;Mus musculus,Ucp1;Rattus norvegicus,ucp1;Danio rerio,DIC1;Saccharomyces cerevisiae,LOC100909612;Rattus norvegicus"
259,FGF23,,fibroblast growth factor 23,8074,FGF23_HUMAN,"downstream,putative",12p13.3,4368227,4379728,-1,,NM_020638,NP_065689,"1,643,638,817,086,190,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Fgf23;Mus musculus,Fgf23;Rattus norvegicus,fgf23;Danio rerio"
260,EFEMP1,S1-5 FBLN3 MTLV DHRD FBNL,EGF containing fibulin-like extracellular matrix protein 1,2202,FBLN3_HUMAN,mammal,2p16,55865967,55924139,-1,,NM_004105,NP_004096,"178,729,051,036,926,000,000,000","CG31999;Drosophila melanogaster,fbl-1;Caenorhabditis elegans,Efemp1;Mus musculus,Efemp1;Rattus norvegicus,EFEMP1 (1 of many);Danio rerio,EFEMP1 (1 of many);Danio rerio"
261,ERCC4,RAD1 FANCQ XPF,excision repair cross-complementation group 4,2072,XPF_HUMAN,"functional,putative",16p13.12,13920157,13952348,1,,NM_005236,NP_005227,"1,032,037,581,971,750,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","rad16;Schizosaccharomyces pombe,AC117889.1;Rattus norvegicus,Ercc4;Rattus norvegicus,mei-9;Drosophila melanogaster,Ercc4;Mus musculus,xpf-1;Caenorhabditis elegans,ercc4;Danio rerio,RAD1;Saccharomyces cerevisiae"
262,CETP,BPIFF,"cholesteryl ester transfer protein, plasma",1071,CETP_HUMAN,human_link,16q21,56961923,56983844,1,,NM_000078,NP_000069,"14,559,957,202,006,000,000,000,000,000,000,000,000,000,000,000,000,000,000",cetp;Danio rerio
263,PPARG,PPARG1 PPARG2 NR1C3 PPARgamma,peroxisome proliferator-activated receptor gamma,5468,D2KUA6_HUMAN,functional,3p25,12287850,12434356,1,,NM_005037,NP_005028,"151,757,611,854,799,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","pparg;Danio rerio,Pparg;Mus musculus,Pparg;Rattus norvegicus,sex-1;Caenorhabditis elegans,nhr-38;Caenorhabditis elegans"
264,AGTR1,AT1 AT2R1 AGTR1A AT2R1A HAT1R AG2S AT2R1B AT1B AGTR1B,"angiotensin II receptor, type 1",185,AGTR1_HUMAN,mammal,3q24,148697871,148743003,1,,NM_000685,NP_000676,"1,919,713,819,763,600,000,000,000,000,000,000,000,000","Agtr1a;Mus musculus,Agtr1b;Mus musculus,Agtr1a;Rattus norvegicus,Agtr1b;Rattus norvegicus,agtr1a;Danio rerio,agtr1b;Danio rerio"
265,CISD2,Miner1 ERIS NAF-1 ZCD2 WFS2,CDGSH iron sulfur domain 2,493856,CISD2_HUMAN,mammal,4q24,102868978,102892806,1,,NM_001008388,NP_001008389,"1,945,121,920,649,540,000,000,000,000,000,000,000,000","Cisd2;Drosophila melanogaster,Cisd2;Mus musculus,Cisd2;Rattus norvegicus,cisd2;Danio rerio,cisd-1;Caenorhabditis elegans"
266,EEF1E1,AIMP3 P18,eukaryotic translation elongation factor 1 epsilon 1,9521,MCA3_HUMAN,mammal,6p24.3,8073360,8102595,-1,,NM_001135650,NP_001129122,"156,803,272,072,685,000,000,000","CG30185;Drosophila melanogaster,eef1e1;Danio rerio"
267,EPS8,,epidermal growth factor receptor pathway substrate 8,2059,B4DX66_HUMAN,mammal,12p12.3,15620141,15789576,-1,,NM_004447,NP_004438,"194,486,731,753,757,000,000,000,000,000,000,000,000,000,000,000","Eps8;Mus musculus,aru;Drosophila melanogaster,CG8907;Drosophila melanogaster,eps-8;Caenorhabditis elegans,Eps8;Rattus norvegicus,eps8;Danio rerio"
268,KCNA3,Kv1.3 MK3 HLK3 HPCN3,"potassium channel, voltage gated shaker related subfamily A, member 3",3738,KCNA3_HUMAN,mammal,1p13.3,110672452,110675033,-1,,NM_002232,NP_002223,"185,420,831,631,706,000,000,000,000,000,000,000,000,000,000,000","Kcna3;Mus musculus,Kcna3;Rattus norvegicus,Sh;Drosophila melanogaster,shk-1;Caenorhabditis elegans,KCNA3;Danio rerio"
269,SIRT7,,sirtuin 7,51547,SIR7_HUMAN,"functional,putative",17q25,81911939,81918182,-1,,NM_016538,NP_057622,"18,239,138,170,037,800,000,000,000,000,000,000,000,000,000,000,000,000,000","Sirt7;Drosophila melanogaster,Sirt7;Mus musculus,Sirt7;Rattus norvegicus,sirt7;Danio rerio"
270,SLC13A1,NaSi-1 NAS1,"solute carrier family 13 (sodium/sulfate symporter), member 1",6561,A4D0X1_HUMAN,"mammal,model",7q31.32,123113534,123199971,-1,,NM_022444,NP_071889,"21,651,971,111,181,400,000,000,000,000,000","CG7309;Drosophila melanogaster,Indy;Drosophila melanogaster,Slc13a1;Mus musculus,Slc13a1;Rattus norvegicus,nac-3;Caenorhabditis elegans,nac-1;Caenorhabditis elegans,slc13a1;Danio rerio,CG33934;Drosophila melanogaster,Indy-2;Drosophila melanogaster"
271,SOCS2,STATI2 SSI2 SOCS-2 SSI-2 CIS2 Cish2,suppressor of cytokine signaling 2,8835,SOCS2_HUMAN,"functional,upstream",12q,93569822,93576745,1,,NM_003877,NP_003868,"9,727,029,104,033,760,000,000,000,000,000,000,000,000,000,000,000,000,000","AC124896.1;Rattus norvegicus,Gm9847;Mus musculus,Socs44A;Drosophila melanogaster,Socs2;Mus musculus,socs2;Danio rerio"
273,TPP2,,tripeptidyl peptidase II,7174,Q5VZU9_HUMAN,mammal,13q32-q33,102596936,102679173,1,,NM_003291,NP_003282,"1,836,232,915,735,020","tpp2;Schizosaccharomyces pombe,Tpp2;Mus musculus,TppII;Drosophila melanogaster,Tpp2;Rattus norvegicus,tpp-2;Caenorhabditis elegans,TPP2;Danio rerio"
274,TP53BP1,53BP1 p202 TDRD30,tumor protein p53 binding protein 1,7158,F8VY86_HUMAN,functional,15q15-q21,43407214,43493156,-1,,NM_001141979,NP_001135451,"125,335,091,971,679,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Trp53bp1;Mus musculus,Tp53bp1;Rattus norvegicus,tp53bp1;Danio rerio,hsr-9;Caenorhabditis elegans"
275,SIRT3,SIR2L3,sirtuin 3,23410,E9PK80_HUMAN,functional,11p15.5,215030,236362,-1,,NM_001017524,NP_001017524,"1,687,305,921,873,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Sirt3;Mus musculus,Sirt3;Rattus norvegicus,sirt3;Danio rerio,HST2;Saccharomyces cerevisiae"
276,NCOR2,SMRT SMRTE TRAC-1 CTG26 TNRC14,nuclear receptor corepressor 2,9612,C9J0Q5_HUMAN,mammal,12q24,124324411,124567464,-1,,NM_001206654,NP_001193583,"15,175,761,211,091,900,000,000,000,000,000","Ncor2;Mus musculus,Smr;Drosophila melanogaster,gei-8;Caenorhabditis elegans,Ncor2;Rattus norvegicus,ncor2;Danio rerio,SNT1;Saccharomyces cerevisiae"
277,SUN1,KIAA0810 FLJ12407 UNC84A,Sad1 and UNC84 domain containing 1,23353,SUN1_HUMAN,upstream,7p22.3,816615,874920,1,,NM_001171944,NP_001165415,"225,414,281,754,386,000,000,000","koi;Drosophila melanogaster,Sun1;Mus musculus,unc-84;Caenorhabditis elegans,Sun1;Rattus norvegicus,sun1;Danio rerio"
278,BAK1,BCL2L7 BAK CDN1,BCL2-antagonist/killer 1,578,BAK_HUMAN,functional,6p21.3,33572546,33580293,-1,HS_BAK1,NM_001188,NP_001179,"771,573,077,157,311,000,000,000,000,000","Bak1;Mus musculus,Bak1;Rattus norvegicus"
